ID_Unico;Titulo;Autor;Categoria;Anio_Escritura;Numero_Paginas;Calificacion_Usuarios;Stock_Disponible
44681f40-7263;El Enigma de la Transmutación Infinitas;Seraphine Grimoire;Alquimia Teórica;1879;778;3,06;35
79768a1c-6577;Códice de el Azufre Sagrado;Aurelius Sterling;Alquimia Teórica;1795;1231;4,93;21
a570c03e-a0a5;Códice de el Sol Negro;Isolde Crowley;Alquimia Teórica;1317;209;4,86;5
feeaa1b6-3bd4;Vórtice de la Transmutación Infinitas;Isolde Crowley;Transmutación Metálica;1922;649;1,86;24
9d3dca1f-7b8d;La Esencia de el Sol Negro;Seraphine Vance;Botánica Arcana;1842;650;1,95;6
ee9d9407-10b4;Códice de la Quintaesencia;Balthazar Grimoire;Historia de la Piedra;1403;345;1,97;3
211c2d3e-e21e;Vórtice de el Mercurio Rojo;Balthazar Flamel;Alquimia Teórica;1164;1355;3,86;43
0243a26e-923f;Tratado de la Transmutación Infinitas;Elara Nightshade;Filosofía Prohibida;1337;1044;1,42;50
7590e7bb-c4a7;Sombras sobre la Transmutación Infinitas;Seraphine Flamel;Historia de la Piedra;1566;1294;1,36;10
7d810229-db1c;Sombras sobre el Azufre Sagrado;Thalric Flamel;Historia de la Piedra;1753;1211;3,36;23
bf8a0514-abde;El Enigma de el Sol Negro;Aurelius Flamel;Historia de la Piedra;1942;652;1,61;30
63b2a2b0-1f17;La Esencia de el Azufre Sagrado;Aurelius Blackwood;Alquimia Teórica;1877;354;3,18;15
424e280b-8ab8;Espejos de la Quintaesencia;Thalric Vance;Transmutación Metálica;1417;763;1,35;9
a2fcacca-5c6f;Vórtice de la Transmutación Infinitas;Thalric Blackwood;Alquimia Teórica;1446;703;2,47;44
45238530-bc1e;Espejos de las Almas de Plomo;Morgana Vance;Historia de la Piedra;1159;872;2,75;44
feaea91c-1465;El Aliento de la Quintaesencia;Seraphine Nightshade;Historia de la Piedra;1761;627;2,35;33
d0e60f7f-46a8;El Aliento de la Transmutación Infinitas;Isolde Blackwood;Botánica Arcana;1654;657;3,24;45
1e9ed812-1b28;Tratado de el Azufre Sagrado;Seraphine Crowley;Alquimia Teórica;1874;1405;4,74;24
da78e394-1e85;La Esencia de la Transmutación Infinitas;Isolde Grimoire;Alquimia Teórica;1504;663;3,75;18
a32f1cdd-9875;La Esencia de las Almas de Plomo;Thalric Flamel;Alquimia Teórica;1848;1369;3,27;33
2848be9d-411d;Sombras sobre las Almas de Plomo;Isolde Crowley;Botánica Arcana;1731;128;4,2;37
5b30712d-c90d;Códice de la Quintaesencia;Balthazar Flamel;Transmutación Metálica;1303;548;1,6;35
aca95c63-5850;Espejos de el Mercurio Rojo;Caspian Flamel;Botánica Arcana;1811;871;4,05;35
b157e34a-85b2;Tratado de la Quintaesencia;Elara Sterling;Filosofía Prohibida;1592;783;2,62;23
08ba863c-c24b;La Esencia de las Almas de Plomo;Caspian Flamel;Filosofía Prohibida;1887;482;2,74;48
3da66c90-ec65;Sombras sobre la Transmutación Infinitas;Elara Blackwood;Historia de la Piedra;1665;1415;4,68;40
ed77d95b-a774;Códice de las Almas de Plomo;Morgana Flamel;Historia de la Piedra;1296;953;4,07;31
4de46878-e697;El Enigma de el Azufre Sagrado;Isolde Flamel;Filosofía Prohibida;1874;1128;1,01;28
3d9060f2-ba00;El Enigma de el Mercurio Rojo;Isolde Flamel;Historia de la Piedra;1790;1005;4,71;0
8e1ccaca-44d2;Vórtice de la Transmutación Infinitas;Morgana Grimoire;Historia de la Piedra;1364;1495;4,69;21
4b436ea4-39d6;El Enigma de las Almas de Plomo;Aurelius Nightshade;Botánica Arcana;1429;1124;3,31;9
b6113615-728b;Vórtice de el Sol Negro;Balthazar Blackwood;Historia de la Piedra;1896;377;3;16
8d7e806a-818e;El Aliento de la Transmutación Infinitas;Aurelius Vance;Filosofía Prohibida;1439;754;1,12;36
abc559bf-4ac3;Sombras sobre las Almas de Plomo;Thalric Vance;Botánica Arcana;1603;653;2,15;49
965d717b-9e4e;Tratado de las Almas de Plomo;Aurelius Crowley;Filosofía Prohibida;1773;259;3,97;9
225d6c54-cf44;Códice de la Quintaesencia;Aurelius Flamel;Botánica Arcana;1222;1336;1,97;50
82e7312e-a0e5;Tratado de el Mercurio Rojo;Aurelius Nightshade;Alquimia Teórica;1888;481;2,86;0
720323fa-947c;Sombras sobre las Almas de Plomo;Morgana Nightshade;Botánica Arcana;1487;1284;4,17;6
2eb9a621-1fd4;Sombras sobre la Quintaesencia;Balthazar Flamel;Botánica Arcana;1668;408;1,72;23
892ca7e1-3d70;La Esencia de el Sol Negro;Aurelius Blackwood;Botánica Arcana;1214;803;4,46;9
27d7f4de-a1a5;Códice de la Transmutación Infinitas;Thalric Sterling;Historia de la Piedra;1198;166;2,77;42
99b36e98-ff1a;Sombras sobre la Quintaesencia;Morgana Nightshade;Alquimia Teórica;1473;1231;4,39;38
c2d21c0f-ecdd;Tratado de el Mercurio Rojo;Elara Flamel;Filosofía Prohibida;1738;1069;4,24;23
51baf2e1-27e3;La Esencia de la Transmutación Infinitas;Balthazar Vance;Historia de la Piedra;1743;1314;1,64;20
d1067f8d-c89c;Espejos de las Almas de Plomo;Morgana Nightshade;Historia de la Piedra;1227;795;3,73;47
02e1151d-ff16;Espejos de la Quintaesencia;Aurelius Nightshade;Historia de la Piedra;1509;655;1,29;16
6504b029-63be;El Enigma de el Azufre Sagrado;Seraphine Grimoire;Botánica Arcana;1942;235;4,92;28
d87635bc-6710;Códice de la Transmutación Infinitas;Isolde Vance;Alquimia Teórica;1266;1438;1,6;23
7e49fc5f-8413;Tratado de la Quintaesencia;Aurelius Sterling;Filosofía Prohibida;1449;1383;2,39;33
38f68c47-de7d;El Aliento de la Quintaesencia;Isolde Flamel;Transmutación Metálica;1984;429;4,51;41
6e4eb6ea-7307;Sombras sobre la Quintaesencia;Isolde Sterling;Historia de la Piedra;1299;1176;3,76;23
48ed0991-1f27;El Aliento de la Transmutación Infinitas;Elara Sterling;Alquimia Teórica;1312;710;2,37;26
6229acd6-dbd5;El Enigma de las Almas de Plomo;Thalric Crowley;Alquimia Teórica;1571;523;2,47;26
6c870678-b231;Vórtice de la Transmutación Infinitas;Balthazar Nightshade;Filosofía Prohibida;1382;646;3,28;48
3865d91c-c0d0;Espejos de la Quintaesencia;Elara Grimoire;Filosofía Prohibida;1852;503;2,6;0
85f954b6-9ca3;El Enigma de el Mercurio Rojo;Seraphine Crowley;Filosofía Prohibida;1988;250;1,37;6
06f2e83e-69fd;El Aliento de el Mercurio Rojo;Morgana Grimoire;Botánica Arcana;1673;1245;4,36;20
66d2ed38-04b3;Sombras sobre el Sol Negro;Balthazar Flamel;Filosofía Prohibida;1997;984;2,13;14
3823ca77-3c69;Vórtice de las Almas de Plomo;Balthazar Grimoire;Historia de la Piedra;1632;507;3;15
0bda441f-1a9a;Vórtice de las Almas de Plomo;Thalric Vance;Filosofía Prohibida;1829;1390;1,52;22
96169890-0478;Tratado de la Transmutación Infinitas;Seraphine Crowley;Filosofía Prohibida;1203;822;1,84;2
8f640e84-aa4d;Códice de el Sol Negro;Aurelius Crowley;Filosofía Prohibida;1214;1173;1,85;46
afdae99b-b99f;Códice de las Almas de Plomo;Elara Nightshade;Botánica Arcana;2024;1265;1,55;30
3aafeeca-f80d;Códice de la Transmutación Infinitas;Thalric Flamel;Alquimia Teórica;1907;1275;2,67;32
4cceec9e-bdeb;El Aliento de las Almas de Plomo;Balthazar Nightshade;Historia de la Piedra;1904;999;4,71;11
18b57659-c526;Sombras sobre la Transmutación Infinitas;Balthazar Grimoire;Historia de la Piedra;1414;770;1,57;39
d1b71fd3-7e56;Sombras sobre la Transmutación Infinitas;Seraphine Nightshade;Filosofía Prohibida;1160;800;1,87;0
55f81962-6bc4;Tratado de el Mercurio Rojo;Aurelius Nightshade;Historia de la Piedra;1732;688;3,71;10
0342fce9-a028;Tratado de el Sol Negro;Elara Crowley;Historia de la Piedra;1674;1412;4,01;45
c397cecc-28cf;El Aliento de las Almas de Plomo;Morgana Flamel;Transmutación Metálica;1683;83;3,76;46
13b80bee-33f7;Vórtice de el Mercurio Rojo;Elara Grimoire;Filosofía Prohibida;1340;858;3,4;2
22eb10d1-ed9c;Sombras sobre las Almas de Plomo;Aurelius Blackwood;Historia de la Piedra;1632;777;4,3;2
cf864638-6551;Espejos de las Almas de Plomo;Caspian Sterling;Botánica Arcana;1310;586;3,77;17
9e27da56-ccec;Espejos de el Mercurio Rojo;Aurelius Flamel;Alquimia Teórica;1247;718;2,57;11
59a551f0-ae57;La Esencia de el Azufre Sagrado;Morgana Vance;Historia de la Piedra;1632;388;1,64;23
70ca4346-5ae2;La Esencia de la Transmutación Infinitas;Isolde Blackwood;Botánica Arcana;1601;1070;3,2;34
765075e2-3dd1;La Esencia de las Almas de Plomo;Seraphine Flamel;Botánica Arcana;1444;509;1,43;13
f454430f-a255;Espejos de el Azufre Sagrado;Seraphine Blackwood;Historia de la Piedra;1460;1128;2,17;27
bc0384d1-f742;Códice de las Almas de Plomo;Thalric Crowley;Filosofía Prohibida;1892;374;3,79;45
ff67f225-915a;La Esencia de la Transmutación Infinitas;Elara Grimoire;Filosofía Prohibida;1905;230;4,81;22
bb072169-e394;Sombras sobre las Almas de Plomo;Aurelius Nightshade;Filosofía Prohibida;2007;1118;1,75;35
1c076c1c-32bc;Espejos de la Quintaesencia;Thalric Sterling;Historia de la Piedra;1573;639;1,75;16
c8a7ceea-7acc;Códice de el Sol Negro;Thalric Crowley;Transmutación Metálica;1217;1136;2,48;41
8be63f6a-66fc;Sombras sobre la Transmutación Infinitas;Thalric Nightshade;Historia de la Piedra;1626;442;3,64;18
90192b9b-4eae;El Aliento de el Sol Negro;Elara Crowley;Transmutación Metálica;1372;699;3,28;37
789a3e5f-2f93;Códice de la Quintaesencia;Seraphine Sterling;Filosofía Prohibida;1259;719;2,17;26
8aa450a1-e4dd;Códice de el Mercurio Rojo;Morgana Vance;Alquimia Teórica;1100;432;1,93;46
203fc62f-0177;Tratado de el Mercurio Rojo;Thalric Flamel;Transmutación Metálica;1353;1162;3,26;36
1c13e797-75c5;Vórtice de las Almas de Plomo;Seraphine Nightshade;Filosofía Prohibida;2011;779;4,56;27
304fa313-bc1a;Espejos de el Azufre Sagrado;Seraphine Sterling;Transmutación Metálica;1965;1254;4,25;44
ce4149d5-c772;Vórtice de el Mercurio Rojo;Elara Flamel;Botánica Arcana;1244;309;2,74;4
1fa9bd0a-f5fc;Tratado de la Transmutación Infinitas;Morgana Vance;Historia de la Piedra;1913;186;1,85;11
6f722561-4dfa;Tratado de la Quintaesencia;Seraphine Sterling;Historia de la Piedra;1923;975;1,45;10
44f56f6c-5a86;El Aliento de las Almas de Plomo;Isolde Grimoire;Botánica Arcana;1955;536;3,72;21
31ddec57-f51f;La Esencia de el Mercurio Rojo;Seraphine Crowley;Transmutación Metálica;1297;829;2,25;20
82c8aea7-48f7;Tratado de el Mercurio Rojo;Morgana Crowley;Botánica Arcana;1302;1410;3,01;14
69f56c7e-1aa0;El Enigma de el Mercurio Rojo;Morgana Nightshade;Historia de la Piedra;1119;1211;2;21
90456dbd-66c1;Tratado de el Azufre Sagrado;Seraphine Crowley;Alquimia Teórica;1520;1275;1,62;33
91754999-ceda;El Aliento de las Almas de Plomo;Thalric Grimoire;Transmutación Metálica;1585;335;3,53;33
da944ed8-2c32;Espejos de el Mercurio Rojo;Morgana Grimoire;Historia de la Piedra;1344;773;1,56;19
9ee0f1b2-8b8d;Vórtice de el Mercurio Rojo;Thalric Sterling;Alquimia Teórica;1361;1453;4,08;24
2912d80c-3a23;El Enigma de el Azufre Sagrado;Caspian Flamel;Transmutación Metálica;1167;969;1,25;46
46c73aa5-2fca;La Esencia de el Azufre Sagrado;Morgana Flamel;Historia de la Piedra;1656;769;2,55;9
bacb14f6-3451;Tratado de la Transmutación Infinitas;Elara Nightshade;Transmutación Metálica;1109;561;2,18;50
d132407d-db2f;Tratado de el Mercurio Rojo;Balthazar Vance;Alquimia Teórica;2002;994;4,42;1
e7e45586-bdf7;Vórtice de el Azufre Sagrado;Aurelius Crowley;Alquimia Teórica;1806;735;4,93;40
5766bf0e-25e9;Códice de el Azufre Sagrado;Elara Grimoire;Historia de la Piedra;1110;732;4,78;19
6f2c831d-1a99;Sombras sobre el Sol Negro;Morgana Nightshade;Botánica Arcana;1646;367;3,25;34
a07bac71-783a;Sombras sobre la Transmutación Infinitas;Seraphine Vance;Botánica Arcana;1876;907;4,61;15
52001730-41c5;La Esencia de el Mercurio Rojo;Caspian Grimoire;Botánica Arcana;1300;1471;1,05;11
6115f6df-9011;Códice de las Almas de Plomo;Balthazar Blackwood;Historia de la Piedra;1804;511;2,22;16
617ce6b9-a0ed;Códice de la Quintaesencia;Balthazar Grimoire;Transmutación Metálica;1557;835;3,31;26
1f740946-d0a1;El Enigma de las Almas de Plomo;Isolde Grimoire;Historia de la Piedra;1680;1182;1,38;2
377bcf38-97c1;Tratado de el Mercurio Rojo;Thalric Vance;Botánica Arcana;1291;659;4,1;15
754affbe-d45b;Códice de la Transmutación Infinitas;Isolde Sterling;Alquimia Teórica;2005;832;1,8;34
d0c51508-c2d6;El Aliento de el Azufre Sagrado;Aurelius Sterling;Historia de la Piedra;1380;104;2,75;5
8b4db1a2-9d5a;Vórtice de la Transmutación Infinitas;Morgana Grimoire;Historia de la Piedra;1903;1421;2,48;18
4f99fb61-8630;Códice de la Transmutación Infinitas;Balthazar Crowley;Historia de la Piedra;1622;1195;1,85;41
b0d246ec-d323;Códice de el Azufre Sagrado;Morgana Blackwood;Historia de la Piedra;1516;833;4,24;35
e69a2852-09dd;La Esencia de el Sol Negro;Seraphine Grimoire;Transmutación Metálica;1627;147;1,18;16
d4c9f8bc-9021;El Enigma de el Mercurio Rojo;Thalric Vance;Botánica Arcana;1164;1187;2,2;24
24863796-6356;El Aliento de la Transmutación Infinitas;Aurelius Blackwood;Filosofía Prohibida;1999;701;1,61;40
b4481275-4a48;Vórtice de el Sol Negro;Seraphine Crowley;Historia de la Piedra;1394;1074;1,15;19
e4e9cc24-a4b1;El Aliento de la Transmutación Infinitas;Elara Vance;Filosofía Prohibida;1429;553;3,11;43
47f4a450-e77c;Códice de las Almas de Plomo;Elara Nightshade;Botánica Arcana;1440;1357;3,03;41
b1e393ce-fd36;Sombras sobre el Azufre Sagrado;Caspian Blackwood;Historia de la Piedra;1665;319;2,24;48
67cf5084-cc33;Tratado de el Mercurio Rojo;Thalric Sterling;Historia de la Piedra;1974;496;1,46;50
b27da7ee-0228;El Enigma de el Mercurio Rojo;Balthazar Sterling;Transmutación Metálica;1672;424;3,96;2
e43f66eb-b378;Tratado de las Almas de Plomo;Aurelius Grimoire;Historia de la Piedra;1103;1415;2,07;17
521930da-a442;Sombras sobre la Quintaesencia;Seraphine Blackwood;Botánica Arcana;1993;1200;2,13;9
ffc1d9fc-0289;El Aliento de las Almas de Plomo;Thalric Nightshade;Alquimia Teórica;1998;1224;1,28;43
a2d9a09b-a440;Vórtice de las Almas de Plomo;Isolde Flamel;Filosofía Prohibida;1547;1456;2,99;13
9654ca9c-4d77;Vórtice de el Azufre Sagrado;Elara Nightshade;Alquimia Teórica;1975;648;4,76;24
17e22c5f-98ee;Espejos de la Quintaesencia;Aurelius Grimoire;Historia de la Piedra;1668;1063;4,8;0
8cc2baf1-ef3f;La Esencia de el Azufre Sagrado;Thalric Grimoire;Alquimia Teórica;1110;864;1,45;14
f5f7e1bf-e274;Espejos de el Azufre Sagrado;Balthazar Grimoire;Botánica Arcana;1525;398;4,82;48
5f7b6f4e-b17f;El Enigma de la Quintaesencia;Thalric Blackwood;Filosofía Prohibida;1719;148;1,91;17
1a2ab6ca-2e1b;Espejos de la Transmutación Infinitas;Seraphine Nightshade;Filosofía Prohibida;1645;434;2,39;35
32499401-abcb;El Enigma de el Azufre Sagrado;Elara Crowley;Historia de la Piedra;1350;976;2,06;32
233429b8-5335;Vórtice de el Azufre Sagrado;Isolde Crowley;Transmutación Metálica;1634;396;4,87;1
3ac01970-ee48;Tratado de el Mercurio Rojo;Isolde Sterling;Botánica Arcana;1718;187;1,42;46
ad04f338-f67f;Tratado de la Transmutación Infinitas;Elara Crowley;Historia de la Piedra;1916;801;3,45;41
18e479da-1202;Tratado de las Almas de Plomo;Elara Nightshade;Historia de la Piedra;1168;142;2,8;18
879cd265-9128;Tratado de el Azufre Sagrado;Elara Crowley;Historia de la Piedra;1526;652;3,65;33
71015e63-de2b;Tratado de el Azufre Sagrado;Seraphine Sterling;Transmutación Metálica;1201;857;4,31;27
787c3921-167f;Espejos de el Azufre Sagrado;Caspian Crowley;Alquimia Teórica;1801;428;3,21;42
51003ae5-0875;Tratado de las Almas de Plomo;Aurelius Nightshade;Botánica Arcana;1308;1476;1,45;25
c4c28b67-6b71;La Esencia de el Mercurio Rojo;Caspian Vance;Transmutación Metálica;1310;1082;1,2;20
6f61e1b6-e4e1;El Enigma de la Transmutación Infinitas;Caspian Grimoire;Botánica Arcana;1776;1110;4,45;44
f37f5f10-48f2;La Esencia de el Mercurio Rojo;Caspian Vance;Filosofía Prohibida;1159;1000;1,35;15
9a02bfdf-77bd;El Aliento de la Quintaesencia;Aurelius Vance;Historia de la Piedra;1816;886;1,4;5
bf80b4b4-e39b;La Esencia de las Almas de Plomo;Caspian Crowley;Alquimia Teórica;1678;1389;3,23;50
97471f65-d4cb;La Esencia de la Quintaesencia;Balthazar Nightshade;Historia de la Piedra;1869;752;2,75;47
e31e91d1-e7a4;Tratado de las Almas de Plomo;Isolde Vance;Botánica Arcana;1418;1190;3,1;14
322a837e-9052;Sombras sobre la Transmutación Infinitas;Balthazar Sterling;Botánica Arcana;1834;1020;4,09;9
8d777a6b-f372;Vórtice de el Mercurio Rojo;Balthazar Vance;Filosofía Prohibida;1216;1029;3,63;27
9d4568f6-0b04;El Enigma de el Sol Negro;Aurelius Blackwood;Transmutación Metálica;1923;949;2,53;32
df098e86-0882;El Aliento de el Azufre Sagrado;Morgana Grimoire;Historia de la Piedra;1966;1199;1,69;42
40ec234f-e705;Tratado de las Almas de Plomo;Aurelius Grimoire;Alquimia Teórica;1201;983;4,08;41
8faa89f5-b110;El Enigma de la Transmutación Infinitas;Aurelius Sterling;Alquimia Teórica;1594;1072;3,15;22
b6f7e79c-61e6;La Esencia de la Transmutación Infinitas;Isolde Vance;Alquimia Teórica;1630;360;4,7;31
11635699-42b4;Espejos de el Sol Negro;Caspian Flamel;Alquimia Teórica;1375;1350;2,19;18
1406a50f-c5d2;El Aliento de la Transmutación Infinitas;Isolde Sterling;Botánica Arcana;1346;807;4,44;28
210cde9c-f43b;El Aliento de el Mercurio Rojo;Morgana Blackwood;Filosofía Prohibida;1372;591;4,48;34
d45ba145-73df;La Esencia de la Quintaesencia;Caspian Crowley;Historia de la Piedra;1208;1218;4,31;12
2f03d7d4-0937;Espejos de el Mercurio Rojo;Seraphine Crowley;Filosofía Prohibida;1718;761;2,8;6
c7892a88-d5cc;Tratado de el Mercurio Rojo;Caspian Flamel;Botánica Arcana;1814;1031;3,02;1
df71b47c-5ad3;Códice de la Transmutación Infinitas;Balthazar Vance;Botánica Arcana;1666;1154;4,73;3
51ecffd2-1b22;Tratado de el Azufre Sagrado;Balthazar Sterling;Historia de la Piedra;1917;955;1,75;36
66a0d550-ab9d;La Esencia de el Sol Negro;Elara Blackwood;Botánica Arcana;1691;484;2,13;17
cfcc3d13-a8e2;Tratado de el Mercurio Rojo;Elara Vance;Botánica Arcana;1960;608;4,29;15
35b0700b-76d0;Vórtice de la Transmutación Infinitas;Seraphine Grimoire;Botánica Arcana;1603;637;4,84;15
6d14cec6-d100;El Aliento de las Almas de Plomo;Thalric Sterling;Transmutación Metálica;1563;957;3,96;1
d25d015a-ab34;El Enigma de la Transmutación Infinitas;Isolde Sterling;Historia de la Piedra;1762;879;3;27
42a72753-bd18;Tratado de el Mercurio Rojo;Thalric Crowley;Filosofía Prohibida;1140;1452;2,28;45
aeab8b32-22bf;El Enigma de la Quintaesencia;Caspian Blackwood;Alquimia Teórica;1738;835;4,53;30
a8f10a5e-04fb;Tratado de la Transmutación Infinitas;Elara Crowley;Botánica Arcana;1756;1100;1,2;8
26f700f5-d788;Espejos de el Sol Negro;Caspian Vance;Transmutación Metálica;1871;191;2,61;29
eaa87028-749a;El Aliento de las Almas de Plomo;Isolde Flamel;Historia de la Piedra;1105;285;3,17;15
943a2bc0-ec6d;Espejos de el Sol Negro;Aurelius Nightshade;Transmutación Metálica;1640;681;4,86;9
d77ff4f9-9299;El Aliento de el Azufre Sagrado;Thalric Sterling;Filosofía Prohibida;1204;892;1,71;25
bab4822c-7235;Tratado de el Sol Negro;Elara Vance;Filosofía Prohibida;1175;895;4,39;4
e8aedc1d-d58a;El Enigma de las Almas de Plomo;Aurelius Vance;Historia de la Piedra;1963;1307;1,42;34
74151617-404d;Vórtice de el Sol Negro;Aurelius Crowley;Alquimia Teórica;1373;301;4,11;35
d1aefed6-5d4f;Vórtice de el Mercurio Rojo;Elara Sterling;Historia de la Piedra;1202;1438;2,87;25
78fca42a-16db;Códice de las Almas de Plomo;Seraphine Vance;Alquimia Teórica;1635;213;3,97;46
cd079739-f300;Espejos de la Quintaesencia;Caspian Nightshade;Transmutación Metálica;1906;356;4,28;40
3e37465c-f725;Códice de la Quintaesencia;Elara Sterling;Transmutación Metálica;1111;1180;3,95;25
91e34a2d-f359;Vórtice de la Transmutación Infinitas;Morgana Grimoire;Filosofía Prohibida;1275;1328;2,38;20
2030e135-9361;El Aliento de las Almas de Plomo;Caspian Crowley;Alquimia Teórica;1499;1468;2,1;6
1befb55b-872a;Tratado de la Transmutación Infinitas;Seraphine Sterling;Transmutación Metálica;1412;1333;2,12;46
ff1377d2-74db;El Enigma de el Mercurio Rojo;Seraphine Blackwood;Alquimia Teórica;1490;1395;4,65;45
69ff9c68-5c01;Vórtice de el Azufre Sagrado;Seraphine Nightshade;Alquimia Teórica;1883;251;1,43;10
fd3feeee-5111;Espejos de la Transmutación Infinitas;Caspian Flamel;Alquimia Teórica;1911;1109;4,56;30
200f0203-a66e;La Esencia de el Mercurio Rojo;Isolde Nightshade;Botánica Arcana;1814;643;3,98;34
87aef4cd-9635;El Enigma de el Sol Negro;Morgana Nightshade;Historia de la Piedra;1960;737;1,17;48
4b7e9a3e-bf92;Sombras sobre las Almas de Plomo;Elara Grimoire;Alquimia Teórica;1962;317;4,62;5
3d84d68a-d945;Vórtice de la Transmutación Infinitas;Isolde Blackwood;Alquimia Teórica;1847;287;1,62;30
4d16e26d-d271;Códice de el Mercurio Rojo;Seraphine Grimoire;Transmutación Metálica;1278;134;3,39;11
02604708-67c2;Tratado de la Quintaesencia;Balthazar Blackwood;Historia de la Piedra;1717;391;3,12;26
e038a366-5e01;Vórtice de el Azufre Sagrado;Seraphine Blackwood;Transmutación Metálica;1858;1025;2,96;31
3c6a8a2d-5cf4;Sombras sobre la Transmutación Infinitas;Aurelius Flamel;Historia de la Piedra;1549;797;3,91;5
86fed500-edae;El Enigma de el Mercurio Rojo;Aurelius Crowley;Transmutación Metálica;1779;694;2,35;6
42b22cda-11eb;La Esencia de las Almas de Plomo;Balthazar Grimoire;Transmutación Metálica;1981;218;3,47;37
e7274fb2-8a39;Tratado de las Almas de Plomo;Caspian Flamel;Filosofía Prohibida;2015;1424;1,26;2
172559f8-be75;La Esencia de la Transmutación Infinitas;Morgana Grimoire;Alquimia Teórica;1833;194;1,41;27
9860c38e-903b;Vórtice de el Mercurio Rojo;Seraphine Vance;Transmutación Metálica;1650;478;4,82;20
